"code_system","code","display"
"http://terminology.hl7.org/CodeSystem/v3-Race","1898-6","Akiak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1899-4","Alakanuk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1900-0","Aleknagik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1901-8","Andreafsky"
"http://terminology.hl7.org/CodeSystem/v3-Race","1902-6","Aniak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1903-4","Atmautluak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1904-2","Bethel"
"http://terminology.hl7.org/CodeSystem/v3-Race","1905-9","Bill Moore"s Slough"
"http://terminology.hl7.org/CodeSystem/v3-Race","1906-7","Bristol Bay Yupik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1907-5","Calista Yupik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1908-3","Chefornak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1909-1","Chevak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1910-9","Chuathbaluk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1911-7","Clark"s Point"
"http://terminology.hl7.org/CodeSystem/v3-Race","1912-5","Crooked Creek"
"http://terminology.hl7.org/CodeSystem/v3-Race","1913-3","Dillingham"
"http://terminology.hl7.org/CodeSystem/v3-Race","1914-1","Eek"
"http://terminology.hl7.org/CodeSystem/v3-Race","1915-8","Ekuk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1916-6","Ekwok"
"http://terminology.hl7.org/CodeSystem/v3-Race","1917-4","Emmonak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1918-2","Goodnews Bay"
"http://terminology.hl7.org/CodeSystem/v3-Race","1919-0","Hooper Bay"
"http://terminology.hl7.org/CodeSystem/v3-Race","1920-8","Iqurmuit (Russian Mission)"
"http://terminology.hl7.org/CodeSystem/v3-Race","1921-6","Kalskag"
"http://terminology.hl7.org/CodeSystem/v3-Race","1922-4","Kasigluk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1923-2","Kipnuk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1924-0","Koliganek"
"http://terminology.hl7.org/CodeSystem/v3-Race","1925-7","Kongiganak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1926-5","Kotlik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1927-3","Kwethluk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1928-1","Kwigillingok"
"http://terminology.hl7.org/CodeSystem/v3-Race","1929-9","Levelock"
"http://terminology.hl7.org/CodeSystem/v3-Race","1930-7","Lower Kalskag"
"http://terminology.hl7.org/CodeSystem/v3-Race","1931-5","Manokotak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1932-3","Marshall"
"http://terminology.hl7.org/CodeSystem/v3-Race","1933-1","Mekoryuk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1934-9","Mountain Village"
"http://terminology.hl7.org/CodeSystem/v3-Race","1935-6","Naknek"
"http://terminology.hl7.org/CodeSystem/v3-Race","1936-4","Napaumute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1937-2","Napakiak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1938-0","Napaskiak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1939-8","Newhalen"
"http://terminology.hl7.org/CodeSystem/v3-Race","1940-6","New Stuyahok"
"http://terminology.hl7.org/CodeSystem/v3-Race","1941-4","Newtok"
"http://terminology.hl7.org/CodeSystem/v3-Race","1942-2","Nightmute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1943-0","Nunapitchukv"
"http://terminology.hl7.org/CodeSystem/v3-Race","1944-8","Oscarville"
"http://terminology.hl7.org/CodeSystem/v3-Race","1945-5","Pilot Station"
"http://terminology.hl7.org/CodeSystem/v3-Race","1946-3","Pitkas Point"
"http://terminology.hl7.org/CodeSystem/v3-Race","1947-1","Platinum"
"http://terminology.hl7.org/CodeSystem/v3-Race","1948-9","Portage Creek"
"http://terminology.hl7.org/CodeSystem/v3-Race","1949-7","Quinhagak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1950-5","Red Devil"
"http://terminology.hl7.org/CodeSystem/v3-Race","1951-3","St. Michael"
"http://terminology.hl7.org/CodeSystem/v3-Race","1952-1","Scammon Bay"
"http://terminology.hl7.org/CodeSystem/v3-Race","1953-9","Sheldon"s Point"
"http://terminology.hl7.org/CodeSystem/v3-Race","1954-7","Sleetmute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1955-4","Stebbins"
"http://terminology.hl7.org/CodeSystem/v3-Race","1956-2","Togiak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1957-0","Toksook"
"http://terminology.hl7.org/CodeSystem/v3-Race","1958-8","Tulukskak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1959-6","Tuntutuliak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1960-4","Tununak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1961-2","Twin Hills"
"http://terminology.hl7.org/CodeSystem/v3-Race","1962-0","Georgetown"
"http://terminology.hl7.org/CodeSystem/v3-Race","1963-8","St. Mary"s"
"http://terminology.hl7.org/CodeSystem/v3-Race","1964-6","Umkumiate"
"http://terminology.hl7.org/CodeSystem/v3-Race","1966-1","Aleut"
"http://terminology.hl7.org/CodeSystem/v3-Race","1968-7","Alutiiq Aleut"
"http://terminology.hl7.org/CodeSystem/v3-Race","1969-5","Tatitlek"
"http://terminology.hl7.org/CodeSystem/v3-Race","1970-3","Ugashik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1972-9","Bristol Bay Aleut"
"http://terminology.hl7.org/CodeSystem/v3-Race","1973-7","Chignik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1974-5","Chignik Lake"
"http://terminology.hl7.org/CodeSystem/v3-Race","1975-2","Egegik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1976-0","Igiugig"
"http://terminology.hl7.org/CodeSystem/v3-Race","1977-8","Ivanof Bay"
"http://terminology.hl7.org/CodeSystem/v3-Race","1978-6","King Salmon"
"http://terminology.hl7.org/CodeSystem/v3-Race","1979-4","Kokhanok"
"http://terminology.hl7.org/CodeSystem/v3-Race","1980-2","Perryville"
"http://terminology.hl7.org/CodeSystem/v3-Race","1981-0","Pilot Point"
"http://terminology.hl7.org/CodeSystem/v3-Race","1982-8","Port Heiden"
"http://terminology.hl7.org/CodeSystem/v3-Race","1984-4","Chugach Aleut"
"http://terminology.hl7.org/CodeSystem/v3-Race","1985-1","Chenega"
"http://terminology.hl7.org/CodeSystem/v3-Race","1986-9","Chugach Corporation"
"http://terminology.hl7.org/CodeSystem/v3-Race","1987-7","English Bay"
"http://terminology.hl7.org/CodeSystem/v3-Race","1988-5","Port Graham"
"http://terminology.hl7.org/CodeSystem/v3-Race","1990-1","Eyak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1992-7","Koniag Aleut"
"http://terminology.hl7.org/CodeSystem/v3-Race","1993-5","Akhiok"
"http://terminology.hl7.org/CodeSystem/v3-Race","1994-3","Agdaagux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1995-0","Karluk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1996-8","Kodiak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1997-6","Larsen Bay"
"http://terminology.hl7.org/CodeSystem/v3-Race","1998-4","Old Harbor"
"http://terminology.hl7.org/CodeSystem/v3-Race","1999-2","Ouzinkie"
"http://terminology.hl7.org/CodeSystem/v3-Race","2000-8","Port Lions"
"http://terminology.hl7.org/CodeSystem/v3-Race","2002-4","Sugpiaq"
"http://terminology.hl7.org/CodeSystem/v3-Race","2004-0","Suqpigaq"
"http://terminology.hl7.org/CodeSystem/v3-Race","2006-5","Unangan Aleut"
"http://terminology.hl7.org/CodeSystem/v3-Race","2007-3","Akutan"
"http://terminology.hl7.org/CodeSystem/v3-Race","2008-1","Aleut Corporation"
"http://terminology.hl7.org/CodeSystem/v3-Race","2009-9","Aleutian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2010-7","Aleutian Islander"
"http://terminology.hl7.org/CodeSystem/v3-Race","2011-5","Atka"
"http://terminology.hl7.org/CodeSystem/v3-Race","2012-3","Belkofski"
"http://terminology.hl7.org/CodeSystem/v3-Race","2013-1","Chignik Lagoon"
"http://terminology.hl7.org/CodeSystem/v3-Race","2014-9","King Cove"
"http://terminology.hl7.org/CodeSystem/v3-Race","2015-6","False Pass"
"http://terminology.hl7.org/CodeSystem/v3-Race","2016-4","Nelson Lagoon"
"http://terminology.hl7.org/CodeSystem/v3-Race","2017-2","Nikolski"
"http://terminology.hl7.org/CodeSystem/v3-Race","2018-0","Pauloff Harbor"
"http://terminology.hl7.org/CodeSystem/v3-Race","2019-8","Qagan Toyagungin"
"http://terminology.hl7.org/CodeSystem/v3-Race","2020-6","Qawalangin"
"http://terminology.hl7.org/CodeSystem/v3-Race","2021-4","St. George"
"http://terminology.hl7.org/CodeSystem/v3-Race","2022-2","St. Paul"
"http://terminology.hl7.org/CodeSystem/v3-Race","2023-0","Sand Point"
"http://terminology.hl7.org/CodeSystem/v3-Race","2024-8","South Naknek"
"http://terminology.hl7.org/CodeSystem/v3-Race","2025-5","Unalaska"
"http://terminology.hl7.org/CodeSystem/v3-Race","2026-3","Unga"
"http://terminology.hl7.org/CodeSystem/v3-Race","2028-9","Asian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2029-7","Asian Indian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2030-5","Bangladeshi"
"http://terminology.hl7.org/CodeSystem/v3-Race","2031-3","Bhutanese"
"http://terminology.hl7.org/CodeSystem/v3-Race","2032-1","Burmese"
"http://terminology.hl7.org/CodeSystem/v3-Race","2033-9","Cambodian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2034-7","Chinese"
"http://terminology.hl7.org/CodeSystem/v3-Race","2035-4","Taiwanese"
"http://terminology.hl7.org/CodeSystem/v3-Race","2036-2","Filipino"
"http://terminology.hl7.org/CodeSystem/v3-Race","2037-0","Hmong"
"http://terminology.hl7.org/CodeSystem/v3-Race","2038-8","Indonesian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2039-6","Japanese"
"http://terminology.hl7.org/CodeSystem/v3-Race","2040-4","Korean"
"http://terminology.hl7.org/CodeSystem/v3-Race","2041-2","Laotian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2042-0","Malaysian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2043-8","Okinawan"
"http://terminology.hl7.org/CodeSystem/v3-Race","2044-6","Pakistani"
"http://terminology.hl7.org/CodeSystem/v3-Race","2045-3","Sri Lankan"
"http://terminology.hl7.org/CodeSystem/v3-Race","2046-1","Thai"
"http://terminology.hl7.org/CodeSystem/v3-Race","2047-9","Vietnamese"
"http://terminology.hl7.org/CodeSystem/v3-Race","2048-7","Iwo Jiman"
"http://terminology.hl7.org/CodeSystem/v3-Race","2049-5","Maldivian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2050-3","Nepalese"
"http://terminology.hl7.org/CodeSystem/v3-Race","2051-1","Singaporean"
"http://terminology.hl7.org/CodeSystem/v3-Race","2052-9","Madagascar"
"http://terminology.hl7.org/CodeSystem/v3-Race","2054-5","Black or African American"
"http://terminology.hl7.org/CodeSystem/v3-Race","2056-0","Black"
"http://terminology.hl7.org/CodeSystem/v3-Race","2058-6","African American"
"http://terminology.hl7.org/CodeSystem/v3-Race","2060-2","African"
"http://terminology.hl7.org/CodeSystem/v3-Race","2061-0","Botswanan"
"http://terminology.hl7.org/CodeSystem/v3-Race","2062-8","Ethiopian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2063-6","Liberian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2064-4","Namibian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2065-1","Nigerian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2066-9","Zairean"
"http://terminology.hl7.org/CodeSystem/v3-Race","2067-7","Bahamian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2068-5","Barbadian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2069-3","Dominican"
"http://terminology.hl7.org/CodeSystem/v3-Race","2070-1","Dominica Islander"
"http://terminology.hl7.org/CodeSystem/v3-Race","2071-9","Haitian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2072-7","Jamaican"
"http://terminology.hl7.org/CodeSystem/v3-Race","2073-5","Tobagoan"
"http://terminology.hl7.org/CodeSystem/v3-Race","2074-3","Trinidadian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2075-0","West Indian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2076-8","Native Hawaiian or Other Pacific Islander"
"http://terminology.hl7.org/CodeSystem/v3-Race","2078-4","Polynesian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2079-2","Native Hawaiian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2080-0","Samoan"
"http://terminology.hl7.org/CodeSystem/v3-Race","2081-8","Tahitian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2082-6","Tongan"
"http://terminology.hl7.org/CodeSystem/v3-Race","2083-4","Tokelauan"
"http://terminology.hl7.org/CodeSystem/v3-Race","2085-9","Micronesian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2086-7","Guamanian or Chamorro"
"http://terminology.hl7.org/CodeSystem/v3-Race","2087-5","Guamanian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2088-3","Chamorro"
"http://terminology.hl7.org/CodeSystem/v3-Race","2089-1","Mariana Islander"
"http://terminology.hl7.org/CodeSystem/v3-Race","2090-9","Marshallese"
"http://terminology.hl7.org/CodeSystem/v3-Race","2091-7","Palauan"
"http://terminology.hl7.org/CodeSystem/v3-Race","2092-5","Carolinian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2093-3","Kosraean"
"http://terminology.hl7.org/CodeSystem/v3-Race","2094-1","Pohnpeian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2095-8","Saipanese"
"http://terminology.hl7.org/CodeSystem/v3-Race","2096-6","Kiribati"
"http://terminology.hl7.org/CodeSystem/v3-Race","2097-4","Chuukese"
"http://terminology.hl7.org/CodeSystem/v3-Race","2098-2","Yapese"
"http://terminology.hl7.org/CodeSystem/v3-Race","2100-6","Melanesian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2101-4","Fijian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2102-2","Papua New Guinean"
"http://terminology.hl7.org/CodeSystem/v3-Race","2103-0","Solomon Islander"
"http://terminology.hl7.org/CodeSystem/v3-Race","2104-8","New Hebrides"
"http://terminology.hl7.org/CodeSystem/v3-Race","2500-7","Other Pacific Islander"
"http://terminology.hl7.org/CodeSystem/v3-Race","2106-3","White"
"http://terminology.hl7.org/CodeSystem/v3-Race","2108-9","European"
"http://terminology.hl7.org/CodeSystem/v3-Race","2109-7","Armenian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2110-5","English"
"http://terminology.hl7.org/CodeSystem/v3-Race","2111-3","French"
"http://terminology.hl7.org/CodeSystem/v3-Race","2112-1","German"
"http://terminology.hl7.org/CodeSystem/v3-Race","2113-9","Irish"
"http://terminology.hl7.org/CodeSystem/v3-Race","2114-7","Italian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2115-4","Polish"
"http://terminology.hl7.org/CodeSystem/v3-Race","2116-2","Scottish"
"http://terminology.hl7.org/CodeSystem/v3-Race","2118-8","Middle Eastern or North African"
"http://terminology.hl7.org/CodeSystem/v3-Race","2119-6","Assyrian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2120-4","Egyptian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2121-2","Iranian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2122-0","Iraqi"
"http://terminology.hl7.org/CodeSystem/v3-Race","2123-8","Lebanese"
"http://terminology.hl7.org/CodeSystem/v3-Race","2124-6","Palestinian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2125-3","Syrian"
"http://terminology.hl7.org/CodeSystem/v3-Race","2126-1","Afghanistani"
"http://terminology.hl7.org/CodeSystem/v3-Race","2127-9","Israeili"
"http://terminology.hl7.org/CodeSystem/v3-Race","2129-5","Arab"
